hd29cr0001.imh  26.57425  1165  4.00  5.00  6.00  7.00  8.00  9.00  10.00  277257.  314111.8  335888.6  349786.  359148.2  366151.1  371637.8  50.65526  78.79079  113.2271  154.4449  201.1934  254.9071  314.259
hd29cr0001.imh  25.83502  1188  4.00  5.00  6.00  7.00  8.00  9.00  10.00  275238.5  313009.7  335126.8  348919.3  358346.8  365247.3  370719.8  50.54691  78.81551  113.3286  154.1658  201.4805  254.601  314.3695
hd29cr0002.imh  25.61194  1139  4.00  5.00  6.00  7.00  8.00  9.00  10.00  378465.  414100.8  434118.8  446821.8  455507.2  462030.5  467230.7  50.55576  78.83109  113.2729  154.2392  201.3581  254.8155  314.4264
hd29cr0002.imh  25.63715  1152  4.00  5.00  6.00  7.00  8.00  9.00  10.00  353778.2  385239.8  403108.9  414888.7  422833.1  428983.4  433932.6  50.62111  78.84905  113.0294  154.4691  201.0707  254.9096  314.2965
hd29cr0003.imh  25.237  1135  4.00  5.00  6.00  7.00  8.00  9.00  10.00  398770.  431943.6  450847.5  463030.6  471274.4  477536.3  482512.8  50.54577  78.8289  113.1504  154.3918  201.0693  254.9069  314.3826
hd29cr0003.imh  25.01954  1177  4.00  5.00  6.00  7.00  8.00  9.00  10.00  365558.  393613.3  410136.9  420797.3  428390.7  434126.  438777.5  50.51503  78.81461  113.4131  154.1063  201.4409  254.6316  314.3671
hd29cr0004.imh  25.6705  1190  4.00  5.00  6.00  7.00  8.00  9.00  10.00  379134.3  408928.3  424982.  435205.3  442135.4  447473.8  451746.8  50.60961  78.8799  113.226  154.5121  200.9988  254.9559  314.4597
hd29cr0004.imh  25.41206  1177  4.00  5.00  6.00  7.00  8.00  9.00  10.00  373986.2  400102.  414960.9  424466.  431201.2  436350.  440610.4  50.57141  78.78143  113.4036  154.1546  201.3367  254.7128  314.4662
hd29cr0005.imh  25.68183  1184  4.00  5.00  6.00  7.00  8.00  9.00  10.00  423745.7  462528.8  482825.6  494758.1  502924.3  508864.4  513675.3  50.52851  78.77934  113.4608  154.0289  201.5393  254.5619  314.3957
hd29cr0005.imh  26.57396  1183  4.00  5.00  6.00  7.00  8.00  9.00  10.00  426451.5  463212.2  482669.1  494476.5  502414.9  508361.5  513111.2  50.61924  78.79923  113.2283  154.4315  201.2313  254.8593  314.3419
hd29cr0006.imh  26.93291  1103  4.00  5.00  6.00  7.00  8.00  9.00  10.00  466506.3  502476.9  521809.  533529.4  541323.6  547286.9  552052.5  50.64967  78.80746  113.2069  154.4788  201.1505  254.9224  314.2957
hd29cr0006.imh  25.83633  1167  4.00  5.00  6.00  7.00  8.00  9.00  10.00  443959.5  473287.9  489508.1  499642.  506971.3  512467.9  517066.3  50.47135  78.71721  113.6155  153.9195  201.4664  254.5362  314.5585
hd29cr0007.imh  27.03704  1187  4.00  5.00  6.00  7.00  8.00  9.00  10.00  485491.4  535965.3  563824.6  579822.1  590706.5  598517.6  604659.3  50.47045  78.73203  113.5981  153.9523  201.4326  254.5747  314.5398
hd29cr0007.imh  26.99643  1193  4.00  5.00  6.00  7.00  8.00  9.00  10.00  449528.6  489870.7  512297.4  526077.  535833.4  542854.8  548603.  50.49814  78.72231  113.5586  153.899  201.7483  254.4647  314.4215
hd29cr0008.imh  25.74159  1130  4.00  5.00  6.00  7.00  8.00  9.00  10.00  533050.9  578013.5  602125.3  616993.2  626800.9  634096.9  639817.5  50.57649  78.8404  113.0911  154.411  201.1445  254.8481  314.3517
hd29cr0008.imh  26.63068  1169  4.00  5.00  6.00  7.00  8.00  9.00  10.00  509199.7  555527.6  580093.3  594992.8  604880.4  612166.1  617854.3  50.47964  78.81555  113.3374  154.2754  201.1712  254.8238  314.4423
hd29cr0009.imh  27.00178  1124  4.00  5.00  6.00  7.00  8.00  9.00  10.00  548462.5  594677.1  620624.3  636550.1  647419.3  655260.9  661489.1  50.48554  78.74297  113.5619  154.0228  201.4023  254.6102  314.4823
hd29cr0009.imh  28.2226  1168  4.00  5.00  6.00  7.00  8.00  9.00  10.00  550737.3  594244.3  618751.2  634609.2  645266.  653389.5  659648.8  50.54575  78.97453  113.227  154.5394  200.8602  254.9572  314.5776
hd29cr0010.imh  26.03873  1136  4.00  5.00  6.00  7.00  8.00  9.00  10.00  543638.7  587348.9  611335.4  626413.8  636487.9  643991.5  649810.1  50.54923  78.82995  113.1444  154.3961  201.0639  254.9112  314.3802
hd29cr0010.imh  25.4091  1150  4.00  5.00  6.00  7.00  8.00  9.00  10.00  504608.2  545767.9  569013.7  582955.6  592588.7  599577.5  605171.4  50.56424  78.75711  113.4435  154.0656  201.5568  254.5558  314.3605
hd29cr0011.imh  27.44435  1159  4.00  5.00  6.00  7.00  8.00  9.00  10.00  453329.  500538.9  526678.8  542411.6  552985.9  560518.7  566511.3  50.55184  78.75075  113.4777  154.0238  201.5755  254.5444  314.3933
hd29cr0011.imh  26.90894  1186  4.00  5.00  6.00  7.00  8.00  9.00  10.00  419870.2  457688.4  479095.  492743.  501963.  508930.3  514411.5  50.52288  78.8238  113.1519  154.3649  201.2095  254.7979  314.3904
hd29cr0012.imh  24.99082  1198  4.00  5.00  6.00  7.00  8.00  9.00  10.00  231175.9  256126.8  270257.3  279052.4  285088.7  289592.7  293237.8  50.53375  78.81605  113.3389  154.2153  201.2169  254.8151  314.5178
hd29cr0012.imh  24.55263  1216  4.00  5.00  6.00  7.00  8.00  9.00  10.00  231404.  253009.4  265474.2  273298.9  278858.9  283103.9  286625.9  50.45045  78.76535  113.5748  154.0116  201.3691  254.5912  314.5286
hd29cr0013.imh  25.94473  1158  4.00  5.00  6.00  7.00  8.00  9.00  10.00  322011.4  349010.4  364454.9  374032.7  380821.4  386017.  390318.4  50.41733  78.77627  113.5985  154.0229  201.353  254.5204  314.5663
hd29cr0013.imh  24.93675  1170  4.00  5.00  6.00  7.00  8.00  9.00  10.00  323477.6  349309.7  364040.4  373413.8  380066.  385149.6  389352.4  50.51632  78.81608  113.4101  154.1199  201.4112  254.6528  314.3671
hd29cr0014.imh  24.48043  1201  4.00  5.00  6.00  7.00  8.00  9.00  10.00  222083.3  239676.6  249965.4  256795.5  261775.8  265679.8  269012.1  50.58185  78.79879  113.3418  154.1213  201.4254  254.7387  314.4028
hd29cr0014.imh  24.00329  1216  4.00  5.00  6.00  7.00  8.00  9.00  10.00  207082.6  223075.7  232491.  238851.  243414.7  247181.6  250344.4  50.62767  78.87331  113.2111  154.5246  200.9759  254.9743  314.4689
hd29cr0015.imh  25.65478  1172  4.00  5.00  6.00  7.00  8.00  9.00  10.00  358704.2  384320.3  398649.7  407481.8  413968.  418878.5  423047.1  50.47489  78.67292  113.6164  153.7657  201.6904  254.526  314.4947
hd29cr0015.imh  25.39719  1219  4.00  5.00  6.00  7.00  8.00  9.00  10.00  327959.6  350393.4  362873.9  371021.8  376716.6  381225.  384997.6  50.58516  78.83984  113.2072  154.3936  201.2897  254.8216  314.3549
hd29cr0016.imh  24.60832  1154  4.00  5.00  6.00  7.00  8.00  9.00  10.00  437431.7  472037.  490931.3  502211.8  510236.6  516036.  520798.3  50.48043  78.67999  113.5161  153.802  201.7663  254.5344  314.4772
hd29cr0016.imh  24.6404  1146  4.00  5.00  6.00  7.00  8.00  9.00  10.00  430185.1  462383.9  479766.6  490538.8  498002.6  503642.9  508220.9  50.57338  78.81299  113.3104  154.1426  201.4259  254.7467  314.4276
